epoch,accuracy,loss,val_accuracy,val_loss
0,0.6418440937995911,1.1854528188705444,0.7648949027061462,0.6842684745788574
1,0.7538466453552246,0.7615145444869995,0.8652823567390442,0.3909297585487366
2,0.80759197473526,0.602290689945221,0.8847362399101257,0.3292446732521057
3,0.8240862488746643,0.5518386960029602,0.8927428126335144,0.3067891597747803
4,0.831891655921936,0.5264731645584106,0.8973655700683594,0.2917395532131195
5,0.8371624946594238,0.5094004273414612,0.9006293416023254,0.28241705894470215
6,0.8405483961105347,0.4983445703983307,0.9015317559242249,0.27525851130485535
7,0.8431895971298218,0.48967844247817993,0.903030514717102,0.27108752727508545
